place_id,latitude,longitude,primary_type,search_area,searched_as,bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m
ChIJG5V5CAAZ6zkRb_XKBjYU8vQ,27.682147600000004,85.3111144,restaurant,Pulchowk,restaurant,3,0,0,19,2,1,3,58,3,11,58,14,9,35,4.485714285714285,251.4857142857143,38.43490775500326
ChIJVVOyqcwZ6zkRkUQHxY_qGlg,27.6758228,85.314095,restaurant,Pulchowk,restaurant,39,6,3,65,9,18,3,81,5,26,92,38,18,56,4.341818181818182,305.0181818181818,26.80840479382252
ChIJHUvbqzQY6zkRrqQtyHiVDIg,27.6762358,85.3133235,japanese_restaurant,Pulchowk,restaurant,37,5,3,58,7,16,3,77,5,26,81,32,19,60,4.310169491525424,317.7118644067797,15.338910843034636
ChIJKxCqIgAZ6zkRRQTcIDyRGi8,27.6810144,85.3101274,family_restaurant,Pulchowk,restaurant,5,0,0,24,4,1,2,62,5,18,62,16,14,48,4.414583333333334,285.25,16.094821415716368
ChIJA2o3n8wZ6zkRNT7LSz_9WiM,27.6811875,85.3171875,meal_takeaway,Pulchowk,restaurant,20,4,2,32,34,2,7,86,5,14,86,9,14,22,4.336363636363637,319.04545454545456,43.19642100021077
ChIJwwfE0KgZ6zkRKJUDPwUlaTI,27.6761889,85.3130695,family_restaurant,Pulchowk,restaurant,36,5,3,58,7,16,3,78,5,27,81,32,20,60,4.3338983050847455,318.3728813559322,16.90404397804189
ChIJAQGPAQAZ6zkRie8-wWnOFTo,27.6827624,85.3073369,chinese_restaurant,Pulchowk,restaurant,3,0,0,20,7,2,1,49,5,16,45,16,10,30,4.546666666666668,243.83333333333331,116.62123292367724
ChIJcXJwqcwZ6zkRjDfZqUB254U,27.6772353,85.3136207,restaurant,Pulchowk,restaurant,33,2,3,57,6,14,3,70,4,21,80,31,20,57,4.371428571428572,312.375,28.209587993741824
ChIJgwZHYzMY6zkRAUt4zDcg-uU,27.6760492,85.3130018,restaurant,Pulchowk,restaurant,35,5,3,58,8,16,3,78,5,27,80,32,20,60,4.32542372881356,285.89830508474574,16.90404397804189
ChIJew9ok1Xe6jkRQwybBzHBltY,27.6722179,85.3148327,korean_restaurant,Pulchowk,restaurant,42,5,0,57,18,18,1,90,4,25,84,42,11,44,4.373170731707317,226.85365853658536,72.5266410135213
ChIJeSAIjssZ6zkRc_Uq_pkVAI0,27.6767705,85.31722479999999,restaurant,Pulchowk,restaurant,37,3,3,64,16,14,5,98,7,21,125,29,27,57,4.408928571428571,271.42857142857144,57.28963200795491
ChIJcWN5ZrUZ6zkRJgQCGR3OuXQ,27.682347,85.3152428,restaurant,Pulchowk,restaurant,22,3,0,38,25,1,7,82,4,10,84,12,9,31,4.354838709677419,223.96774193548387,230.84966400644248
ChIJc-nrUxEZ6zkRrxJH4cIyJ-g,27.6719398,85.316265,south_indian_restaurant,Pulchowk,restaurant,46,6,0,62,29,17,1,94,3,29,108,39,12,44,4.3475,170.075,22.991448761595937
ChIJFx1xI4MZ6zkRxMe16hGA7Us,27.6875563,85.3143475,restaurant,Pulchowk,restaurant,14,3,0,36,13,12,1,66,1,19,54,17,16,19,4.326315789473685,132.89473684210526,38.779882066235736
ChIJTbRsbAoZ6zkRmJuwBhXuIHY,27.6773762,85.3161348,fast_food_restaurant,Pulchowk,restaurant,35,3,3,59,9,14,2,87,5,21,109,29,19,53,4.321153846153846,337.5192307692308,64.63271243290805
ChIJuUpNcT8Z6zkRfrioR3vk2rs,27.6844543,85.30720029999999,noodle_shop,Pulchowk,restaurant,3,0,0,19,8,2,1,48,4,14,42,16,8,23,4.482608695652174,192.6086956521739,72.16606478817326
ChIJG2immcsZ6zkRwAJ_cdEmBL4,27.6772806,85.317143,fast_food_restaurant,Pulchowk,restaurant,36,3,3,60,15,12,4,89,5,20,120,29,25,57,4.389285714285714,278.6607142857143,40.39019171413931
ChIJbe5CLXIZ6zkRpYZye3fYXJY,27.6788833,85.3078515,vegan_restaurant,Pulchowk,restaurant,5,0,0,19,6,1,2,53,6,18,52,13,17,47,4.357446808510638,284.93617021276594,24.377446246701744
ChIJzfmYUcoZ6zkRRHpDIecoo7o,27.6795379,85.31675369999999,japanese_restaurant,Pulchowk,restaurant,29,4,3,51,26,7,5,95,6,17,97,13,16,41,4.382926829268293,325.4146341463415,121.407569727113
ChIJM-slnccZ6zkRVGSKrHSPzP0,27.682999,85.3115102,cafe,Pulchowk,cafe,5,0,0,20,3,3,2,56,2,11,44,15,10,27,4.5,217.03703703703704,11.582134172944157
ChIJBUK3DQAZ6zkR0qAfH1urkCo,27.6837215,85.3121211,cafe,Pulchowk,cafe,5,0,0,19,6,3,2,48,1,10,35,15,9,29,4.372413793103449,181.9655172413793,0.9427678959167364
ChIJjzr-60oY6zkRCW3-LSFtuAY,27.683729900000003,85.31212239999999,cafe,Pulchowk,cafe,5,0,0,19,7,3,2,48,1,10,35,15,9,29,4.393103448275862,178.75862068965515,0.9427678959167364
ChIJV75ip5IZ6zkRXMctLejDX08,27.6795084,85.30650020000002,cafe,Pulchowk,cafe,5,0,0,20,5,2,2,63,5,16,44,12,16,32,4.365625,222.96875,86.90089342241086
ChIJ2UTdhp8Z6zkRK2LRLf-KStk,27.6818587,85.3109001,cafe,Pulchowk,cafe,3,0,0,19,2,1,3,61,3,13,60,14,11,40,4.5,262.8,19.24721745845185
ChIJxeqcgYwZ6zkRU55ziDh9ab8,27.688729,85.3061182,cafe,Pulchowk,cafe,4,0,0,8,5,1,1,32,1,12,47,18,11,7,4.414285714285714,257.42857142857144,260.4284765943543
ChIJScjQbEkY6zkRg7QW3Jmg86w,27.685495,85.30716389999999,cafe,Pulchowk,cafe,3,0,0,16,9,2,1,55,4,13,39,15,8,11,4.390909090909092,343.54545454545456,43.7261650138657
ChIJ-49B6M0Z6zkRu5Fdvyb-aYs,27.6716466,85.3185769,restaurant,Pulchowk,cafe,55,7,0,67,36,19,1,88,5,19,103,40,26,35,4.383870967741935,107.70967741935485,20.21644721365157
ChIJ-3j8jDQY6zkRFSur2LREuso,27.6773446,85.3114245,restaurant,Pulchowk,bar,21,1,1,41,5,8,3,56,4,20,80,21,22,63,4.369354838709677,262.4032258064516,32.99334505301089
ChIJVzANLssZ6zkRogrVUX-FhrQ,27.6825327,85.30606089999999,restaurant,Pulchowk,bar,3,0,0,19,6,2,1,53,5,15,41,12,6,23,4.504347826086956,220.4782608695652,38.37509105591539
ChIJr6FwwvYZ6zkRKA1m4vVrYbo,27.675678,85.3130443,educational_institution,Pulchowk,bar,39,6,3,60,8,18,3,81,5,28,82,32,22,59,4.303448275862069,328.7241379310345,5.107824221616474
ChIJkdldap4Z6zkR2rNifwVKVKw,27.6793672,85.30802779999999,bar,Pulchowk,bar,6,0,0,21,4,1,2,51,5,21,49,12,15,45,4.36888888888889,284.35555555555555,9.5546414270775
ChIJRZQuwW0Z6zkR8i-gPkKMPTk,27.6771275,85.30946229999999,bar,Pulchowk,bar,5,0,1,15,6,2,2,48,3,19,63,21,21,57,4.384210526315789,307.4736842105263,34.98338185452782
ChIJf5rPeTYY6zkRoMstS4GsHS4,27.6793506,85.3082294,cafe,Pulchowk,bakery,6,0,0,21,4,1,2,48,5,20,47,12,14,46,4.3673913043478265,275.3695652173913,19.93716068862555
ChIJuY1lMAAZ6zkRnHIa0T0f_1w,27.6755826,85.312851,bakery,Pulchowk,bakery,38,6,3,60,8,18,3,82,5,28,83,33,22,59,4.303448275862069,329.3448275862069,21.791196446982443
ChIJazruMSwZ6zkRNh3ktgdbR9M,27.6643366,85.30643889999999,bakery,Pulchowk,bakery,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4.475,93.5,95.55516112115302
ChIJgdMlXbQZ6zkRU6mWqfkhNu0,27.6861076,85.31685829999999,bakery,Pulchowk,bakery,16,3,0,54,21,17,7,81,1,22,74,10,15,15,4.279999999999999,108.46666666666668,38.03876053726798
ChIJgWlxCFYZ6zkR9JAThzxFzsg,27.6732691,85.3077835,bakery,Pulchowk,bakery,9,0,0,15,12,4,2,36,3,17,58,21,19,24,4.195833333333334,166.16666666666666,119.46820781840115
ChIJO3Pr3i4Y6zkRTK2hvri9ZcI,27.6651047,85.3060038,bakery,Pulchowk,bakery,0,0,0,1,0,0,0,1,0,0,5,1,0,5,4.7,82.2,95.55516112115302
ChIJ6bHJZgwZ6zkRMWuopHfRpPQ,27.6754765,85.3188023,coffee_shop,Pulchowk,coffee_shop,54,4,2,62,26,14,9,98,7,29,136,38,34,55,4.382692307692308,181.71153846153845,53.839211158145616
ChIJ4Yo_8TAZ6zkRGKPzhRgoV6Y,27.6771414,85.3221353,coffee_shop,Pulchowk,coffee_shop,22,1,1,26,13,6,30,59,3,15,113,23,55,58,4.501724137931034,184.77586206896552,25.24272798177129
ChIJDaESYooZ6zkR95lOvrruaP8,27.6774876,85.3136507,coffee_shop,Pulchowk,coffee_shop,31,2,3,55,6,12,3,70,4,21,77,28,20,55,4.361111111111111,330.01851851851853,28.209587993741824
ChIJdaJcHzcZ6zkRRnFjrdTKIPc,27.6797589,85.32211939999999,coffee_shop,Pulchowk,coffee_shop,7,2,0,11,38,4,8,63,6,18,62,14,15,26,4.426923076923076,172.23076923076923,63.45867266980368
ChIJ9xh6cmsZ6zkRzYwoMq4nYTo,27.6848372,85.3125354,coffee_shop,Pulchowk,coffee_shop,8,1,0,29,9,3,2,62,1,14,44,14,9,27,4.388888888888889,149.7037037037037,81.84816706074095
ChIJeUyRJx4Z6zkRAIVxFk1vS_k,27.68124,85.309983,coffee_shop,Pulchowk,coffee_shop,6,0,0,22,4,1,3,62,5,18,65,15,12,45,4.422222222222223,297.3333333333333,28.83506559490538
ChIJ83oofgAZ6zkRQtSRZ4tmRhk,27.6755315,85.31825909999999,coffee_shop,Pulchowk,coffee_shop,53,4,2,69,25,15,8,103,7,28,129,36,31,59,4.391071428571428,201.375,53.839211158145616
ChIJJRXk9bQZ6zkRIrfeDzBCGnA,27.6858812,85.3162878,coffee_shop,Pulchowk,coffee_shop,17,3,0,48,22,15,7,88,1,20,79,13,14,22,4.372727272727273,135.04545454545453,53.75438459961115
ChIJQxNX58kZ6zkRBCcMMb6q6RM,27.681687,85.3200126,coffee_shop,Pulchowk,coffee_shop,13,3,0,28,38,2,7,96,4,15,79,12,8,16,4.31875,373.6875,39.7926263608697
ChIJFTEGCF0Z6zkRAUlWTVR50Ks,27.713080700000003,85.32120839999999,restaurant,Durbar Marg,restaurant,31,4,3,9,8,2,10,56,11,21,46,12,17,42,4.2785714285714285,247.3809523809524,95.71809347434396
ChIJH4vhg4cZ6zkRXOZgN2rEomQ,27.7111605,85.3176646,japanese_restaurant,Durbar Marg,restaurant,45,6,4,26,18,6,9,71,14,20,54,21,23,57,4.359649122807017,246.64912280701756,5.765915167927838
ChIJbbQ43QMZ6zkR__QRHrXYpiE,27.7118646,85.3174327,restaurant,Durbar Marg,restaurant,47,6,4,25,14,5,9,67,12,26,64,18,22,61,4.408333333333333,248.1833333333333,5.137252313866559
ChIJg7OfNwAZ6zkR8pa1OcCcyO8,27.7099695,85.3171349,restaurant,Durbar Marg,restaurant,51,8,3,30,26,7,7,75,13,24,99,26,29,56,4.378571428571428,239.28571428571428,37.51256590006756
ChIJ3SQpXzAZ6zkRzekDC-FcoSY,27.713297200000003,85.3221495,restaurant,Durbar Marg,restaurant,33,5,4,13,28,5,10,61,12,34,65,24,19,35,4.234285714285714,196.88571428571427,95.71809347434396
ChIJE-ouL4YZ6zkR7_xFCVSv2I4,27.7100198,85.31839959999999,restaurant,Durbar Marg,restaurant,50,6,4,29,30,5,8,81,14,19,56,25,21,60,4.328333333333334,226.16666666666663,26.80618244188057
ChIJxWRuIwAZ6zkR2HxAVMxW6QE,27.7136586,85.3124141,restaurant,Durbar Marg,restaurant,49,2,1,22,15,7,21,67,18,66,84,19,23,111,4.550000000000001,299.03636363636366,8.645988783459954
ChIJg46X5o8Z6zkREkj7a26YfNk,27.7093357,85.314537,restaurant,Durbar Marg,restaurant,66,7,3,39,20,12,17,71,9,32,95,22,46,70,4.410000000000001,286.5285714285714,42.47098567181765
ChIJkTeWUrgZ6zkR44SY-NQs9fA,27.7165347,85.3099797,restaurant,Durbar Marg,restaurant,50,6,2,33,21,8,16,66,16,66,78,34,33,89,4.560227272727273,316.21590909090907,19.175539722195385
ChIJE2swU_8Z6zkRz9f7evko5w4,27.7179539,85.32119279999999,restaurant,Durbar Marg,restaurant,20,4,1,12,24,9,6,67,5,24,70,24,11,19,4.373684210526315,199.1578947368421,85.91442908430636
ChIJKY6fFwQZ6zkRluR-PhnTTsU,27.7113194,85.3200713,fine_dining_restaurant,Durbar Marg,restaurant,37,4,3,14,12,3,10,75,11,22,67,19,18,47,4.329787234042554,257.17021276595744,42.57355397093661
ChIJ05yfPQAZ6zkRWUj3dSMJhbs,27.709698,85.3144004,restaurant,Durbar Marg,restaurant,62,6,3,37,19,12,17,74,10,36,118,21,44,75,4.421333333333333,283.7333333333333,26.60090864435585
ChIJ3SuOYnQZ6zkRnX7uEBDKj6I,27.7095661,85.3181672,korean_restaurant,Durbar Marg,restaurant,50,8,3,29,29,7,8,81,14,21,69,30,23,61,4.342622950819671,218.55737704918036,50.50955266074403
ChIJ4R64fK4Z6zkRfMfmusj2izs,27.7103312,85.3187738,barbecue_restaurant,Durbar Marg,restaurant,47,6,4,26,25,5,9,81,12,19,55,19,21,58,4.358620689655172,236.68965517241375,17.371545052317995
ChIJl3vA69QZ6zkRppbjPwIyFWU,27.7098791,85.31895349999999,restaurant,Durbar Marg,restaurant,49,6,4,28,32,5,8,82,13,20,60,25,21,61,4.367213114754098,230.2622950819672,37.21861006746455
ChIJjSKguUcZ6zkRIUXgo2yayqc,27.7201262,85.320506,italian_restaurant,Durbar Marg,restaurant,17,2,2,13,23,10,4,74,3,32,76,26,17,19,4.3578947368421055,192.68421052631575,64.90600207649047
ChIJQSkj1IEZ6zkRQLYRXZbzDDM,27.7116943,85.31998349999999,korean_restaurant,Durbar Marg,restaurant,36,4,3,13,9,3,10,70,11,20,65,15,18,48,4.295833333333333,258.9166666666667,42.57355397093661
ChIJZXybGywZ6zkRmj-uXmw_Ixc,27.7201287,85.3187041,restaurant,Durbar Marg,restaurant,12,3,1,14,8,7,2,62,1,19,50,8,14,18,4.333333333333334,187.33333333333331,37.564303934207786
ChIJTbwdP2YZ6zkRKMxlUGbdRV0,27.7111284,85.3177106,north_indian_restaurant,Durbar Marg,restaurant,45,6,4,26,19,6,9,71,14,20,53,21,22,58,4.379310344827586,251.6551724137931,5.765915167927838
ChIJnVOJKgAZ6zkRUMlG4Wv03wA,27.7089264,85.3153201,family_restaurant,Durbar Marg,restaurant,65,7,3,38,24,13,11,75,9,22,98,21,33,63,4.373015873015873,241.0,4.610601209685225
ChIJNy0w3QMZ6zkRmxcefUNbZs4,27.7119078,85.3174512,restaurant,Durbar Marg,restaurant,47,6,4,23,14,5,10,67,11,26,62,18,22,61,4.406666666666667,252.4833333333333,5.137252313866559
ChIJjxAnHwAZ6zkRjSNQl7jZZNg,27.7098658,85.3216273,restaurant,Durbar Marg,restaurant,49,6,5,17,27,3,8,81,14,27,70,27,20,50,4.332,253.4,85.69414234893667
ChIJe-92wX8Z6zkRfqUNcKY8If8,27.7124301,85.3179602,restaurant,Durbar Marg,restaurant,39,6,4,19,10,5,10,55,10,17,51,13,18,57,4.401754385964912,252.0,17.672780904911832
ChIJnwE-FBkZ6zkRrOJVI5vj2h8,27.7172725,85.3260166,latin_american_restaurant,Durbar Marg,restaurant,23,5,1,12,27,7,2,57,7,29,48,24,16,6,4.066666666666667,128.33333333333334,204.19327824929675
ChIJ5bMucukZ6zkRhWZincwoOqc,27.7075948,85.31913730000001,restaurant,Durbar Marg,restaurant,50,10,2,28,38,8,9,75,17,24,67,42,24,49,4.297959183673469,188.1020408163265,61.50800647058758
ChIJjZmBR-wZ6zkR5in4VQZnD3E,27.710545,85.31786389999999,american_restaurant,Durbar Marg,restaurant,45,6,4,27,21,6,9,77,14,21,57,24,21,59,4.33728813559322,222.271186440678,24.16414681084453
ChIJ404zg2wZ6zkRM4vC3jQOJ8Q,27.7121029,85.3220461,restaurant,Durbar Marg,restaurant,34,4,3,10,17,3,10,63,11,24,54,13,19,43,4.295348837209303,243.62790697674416,38.01750158503653
ChIJOcXvxAAZ6zkRkfyxga71qBg,27.7210812,85.3201443,cafe,Durbar Marg,cafe,11,2,1,12,3,7,2,62,1,24,57,15,15,18,4.305555555555556,165.5,70.61115601258116
ChIJSZfWvYAZ6zkRqnfF_uOh-9Y,27.7129596,85.3128904,restaurant,Durbar Marg,cafe,52,1,2,24,12,6,21,66,16,56,91,17,27,115,4.543859649122806,318.53508771929825,29.23347106751904
ChIJQT_mFMMZ6zkRW9YSEWckajo,27.7141074,85.31154889999999,restaurant,Durbar Marg,cafe,48,3,2,23,20,8,22,67,17,71,96,21,30,112,4.5612612612612615,303.84684684684686,14.639050839537894
ChIJo0Z1yAEZ6zkRdqaPbuqCfKg,27.7088767,85.31486280000001,cafe,Durbar Marg,cafe,68,7,3,43,24,14,14,71,10,24,89,22,43,63,4.382539682539682,253.3809523809524,45.35603639612221
ChIJx8n7ODIZ6zkRNQ1NNPnoEY8,27.7205091,85.32100369999999,vegan_restaurant,Durbar Marg,cafe,17,2,1,13,23,10,4,73,3,37,78,29,14,19,4.352631578947368,172.8421052631579,64.90600207649047
ChIJrcbdAfYZ6zkRHKuLki7ZqNs,27.713094,85.3112974,asian_restaurant,Durbar Marg,cafe,50,0,1,25,15,6,22,70,17,66,84,25,32,112,4.556756756756756,295.7477477477477,19.83723829480884
ChIJgetObwEZ6zkRdFAVd2i63qo,27.7098379,85.3185783,fast_food_restaurant,Durbar Marg,cafe,50,7,3,28,30,5,8,83,13,20,54,24,21,60,4.361666666666667,215.2,26.80618244188057
ChIJESrzEmUZ6zkRywtql9bIjJA,27.7125742,85.32942039999999,restaurant,Durbar Marg,cafe,17,2,4,11,13,3,0,32,5,29,45,16,12,6,4.449999999999999,57.66666666666666,295.83051800762496
ChIJhZtuBAAZ6zkRtCXKPSW3Ik8,27.7141831,85.3097146,restaurant,Durbar Marg,cafe,48,1,2,21,15,9,22,62,17,73,95,26,36,111,4.5600000000000005,306.55454545454546,46.738670057809
ChIJd0-MRBsZ6zkR4X5fXqV7HfM,27.7181144,85.31915149999999,restaurant,Durbar Marg,cafe,15,3,2,12,24,9,6,61,3,24,61,18,13,18,4.411111111111111,213.33333333333331,135.03485173720713
ChIJ2y1Q2v0Z6zkRRS5RF-2R7BE,27.714484,85.3116089,cafe,Durbar Marg,cafe,46,3,2,20,18,8,22,65,17,71,98,22,36,112,4.568468468468468,306.6936936936937,12.214256358216248
ChIJh8VZef0Y6zkRdQD5iZupN_I,27.71431,85.313255,dessert_shop,Durbar Marg,cafe,44,3,2,23,15,8,22,66,15,62,91,19,24,105,4.559047619047619,328.3619047619048,82.6232070254121
ChIJ66X5HeQY6zkREJfLqA6hhWM,27.7225233,85.3075336,fast_food_restaurant,Durbar Marg,cafe,31,5,0,21,6,3,0,27,1,10,28,16,8,4,4.75,55.5,288.614285155197
ChIJcbYzmGkZ6zkR6kWIh9pb2A8,27.7139023,85.31119509999999,bar,Durbar Marg,bar,48,2,2,22,18,8,22,68,17,70,95,23,30,114,4.55575221238938,301.1858407079646,1.1900311832047072
ChIJt1NtOQAZ6zkRqBvSqngnBT0,27.7173105,85.3118827,bar,Durbar Marg,bar,47,6,3,29,23,8,13,65,15,56,58,33,36,86,4.551764705882354,302.1764705882353,34.63653504704726
ChIJCU_p7pgZ6zkRxN65zUtQNXg,27.714071,85.3109084,bar,Durbar Marg,bar,46,2,2,22,18,7,22,63,17,75,96,23,31,113,4.554464285714285,302.2142857142857,29.202688749594707
ChIJP14qT5gZ6zkRc1tOzAtIU-8,27.7153342,85.31088749999999,sports_bar,Durbar Marg,bar,48,6,2,23,20,7,20,70,18,76,107,28,35,105,4.5625,315.4807692307692,40.28583589334077
ChIJV4SzPAAZ6zkRJPWkWWHNMP8,27.7186239,85.32075809999999,restaurant,Durbar Marg,bar,17,2,1,12,24,11,5,70,5,28,73,23,15,19,4.342105263157894,196.68421052631575,34.27152359762466
ChIJv7Xyo4EZ6zkRqcLp6sOKoD0,27.7147963,85.3107194,bar,Durbar Marg,bar,52,4,2,24,18,7,22,71,17,75,105,29,39,109,4.564814814814815,308.962962962963,1.1082563364046765
ChIJJRnZj34Z6zkRDlCTaKTeFIw,27.7141682,85.31235219999999,restaurant,Durbar Marg,bar,47,3,1,22,17,8,22,68,15,64,88,19,32,110,4.5522935779816525,300.5045871559633,2.47673112876362
ChIJDQiHomgZ6zkR4ex3fKbILIw,27.714793200000003,85.31073010000001,bar,Durbar Marg,bar,52,3,2,24,18,7,22,71,17,75,105,29,39,109,4.565740740740741,309.02777777777777,1.1082563364046765
ChIJ99FqB4cZ6zkRf1kFJXP5Tzw,27.7149832,85.3103936,bar,Durbar Marg,bar,50,5,2,26,18,8,21,71,17,76,114,30,40,107,4.566981132075472,313.0188679245283,10.271603692334915
ChIJCRG0A_oZ6zkRbdEm7DfNBcs,27.72058,85.3195848,bar_and_grill,Durbar Marg,bar,11,2,1,13,7,8,2,64,1,20,55,12,12,18,4.311111111111111,212.77777777777777,18.712425644445428
ChIJE25mry0Z6zkRxGe4HYULJME,27.710612,85.3218449,family_restaurant,Durbar Marg,bar,39,5,7,14,19,3,8,84,13,25,77,19,23,53,4.309433962264151,240.75471698113208,71.76792207641691
ChIJ-5WoVwAZ6zkRdynP3ZTmI-c,27.7113363,85.31894849999999,bar,Durbar Marg,bar,44,6,4,23,16,5,10,73,11,19,50,18,19,56,4.360714285714286,247.32142857142856,30.046719611636263
ChIJmQzjveUZ6zkRVGJjFGjxHik,27.7156107,85.3104752,bar,Durbar Marg,bar,46,6,2,26,20,6,20,69,18,75,103,32,34,105,4.5625,318.28846153846155,30.610678204607705
ChIJoeEPvxwZ6zkRzoOqMT1NTTc,27.7182622,85.31759029999999,irish_pub,Durbar Marg,bar,9,3,1,10,12,5,4,47,2,18,47,6,8,20,4.365,189.55,22.20314841251875
ChIJKZoe8koZ6zkRIES8aJ60QnE,27.7166018,85.3117911,bar,Durbar Marg,bar,46,6,2,26,23,7,17,65,16,64,63,32,31,92,4.556043956043957,326.1978021978022,11.993109782309718
ChIJP0R6IOIZ6zkRbN2AzQdmX5E,27.7205398,85.3197694,bar_and_grill,Durbar Marg,bar,11,2,1,13,7,7,2,63,1,20,56,13,12,18,4.377777777777777,214.77777777777777,18.712425644445428
ChIJb06gWusZ6zkRa8HSGuowCk8,27.7146038,85.3110645,bar,Durbar Marg,bar,50,3,2,21,19,6,22,66,17,76,99,26,38,113,4.558928571428571,302.16964285714283,9.084669973809548
ChIJj5PTFIMZ6zkRdmZhAmty2qA,27.7114339,85.31761279999999,bar,Durbar Marg,bar,44,6,4,25,17,6,9,69,14,22,57,20,22,59,4.391525423728814,245.7627118644068,30.82538668360672
ChIJ5aFZaWUZ6zkR876eTp8DNZY,27.7067752,85.3226487,restaurant,Durbar Marg,bar,49,5,2,23,53,8,5,84,13,22,66,53,22,20,4.173684210526315,86.47368421052632,18.443233760312584
ChIJubK2YgAZ6zkRNSsNFMCyNH4,27.7141246,85.32409059999999,bar,Durbar Marg,bar,31,7,2,12,31,6,7,64,12,38,59,26,21,15,4.233333333333333,162.06666666666666,67.56815395899822
ChIJg2H6pwYZ6zkRU30HgbsSTJ8,27.7110683,85.3193981,bar,Durbar Marg,bar,43,6,4,24,17,5,10,77,12,19,56,18,19,53,4.366037735849057,250.73584905660377,53.35659982832252
ChIJX0FEbgYZ6zkRx5j6jTq7_As,27.710183,85.3225518,bakery,Durbar Marg,bakery,37,6,6,15,23,3,8,79,13,24,55,21,21,41,4.253658536585366,160.6829268292683,28.624419779826724
ChIJy3bb4qoZ6zkRu0BdsocnNAs,27.7187183,85.3053343,bakery,Durbar Marg,bakery,38,5,1,30,7,6,2,47,4,25,30,20,14,13,4.592307692307692,170.3846153846154,244.5133430323739
ChIJUcodQWoZ6zkRfFx91t50LcA,27.7173965,85.3090639,bakery,Durbar Marg,bakery,50,7,2,38,21,8,10,60,14,52,45,38,32,74,4.575675675675675,292.0810810810811,100.80401417228768
ChIJgTIdbQYZ6zkRZu60jO41tVQ,27.7104404,85.3225477,bakery,Durbar Marg,bakery,40,5,6,13,19,3,8,81,12,24,52,20,21,43,4.255813953488372,159.58139534883722,28.624419779826724
ChIJxeI13_oZ6zkRxMZTFRsp9nI,27.7206,85.3127516,bakery,Durbar Marg,bakery,29,6,1,26,20,14,1,51,3,28,47,27,27,14,4.6000000000000005,105.5,200.6175821915905
ChIJu_X0Rv4Y6zkRvFT1-95D_BU,27.7147559,85.31140409999999,bakery,Durbar Marg,bakery,48,3,2,19,19,6,22,67,18,74,98,24,39,109,4.578703703703703,310.1296296296296,36.338948665021526
ChIJ089i1BsZ6zkRbc4H6XpzUTo,27.7226686,85.32118299999999,bakery,Durbar Marg,bakery,9,1,0,12,3,7,2,49,1,23,48,18,11,12,4.358333333333333,234.5,203.9834821338008
ChIJS9PwEQAZ6zkRocb4SE8Gi2w,27.7275637,85.3212817,bakery,Durbar Marg,bakery,4,0,0,2,0,1,0,2,0,4,3,5,2,1,4.8,53.0,354.1723861550167
ChIJISKDTXIZ6zkRxLDorML2sWI,27.7149557,85.32674829999999,bakery,Durbar Marg,bakery,26,4,1,13,32,4,2,66,7,30,78,27,11,7,4.328571428571428,80.57142857142857,247.326508237583
ChIJpYSkvjgZ6zkRYTOBrW-olRo,27.7055942,85.3235222,bakery,Durbar Marg,bakery,45,4,0,18,57,8,1,90,9,12,56,54,13,18,4.229411764705882,54.35294117647059,83.65348421863948
ChIJbyNRtfwY6zkRrGEF5rFe-NE,27.7166978,85.3097164,bakery,Durbar Marg,bakery,52,6,2,36,20,8,14,65,15,59,75,35,32,87,4.562790697674419,299.8837209302326,31.633329244464967
ChIJgd0eUwAZ6zkR_CVZLHHtjNA,27.7127503,85.32642179999999,bakery,Durbar Marg,bakery,22,6,5,14,19,4,4,52,10,34,51,18,21,11,3.963636363636364,138.0909090909091,210.0941165986513
ChIJb0gpytQZ6zkRJUJc0CPDDeY,27.7183316,85.3178018,bakery,Durbar Marg,bakery,10,4,1,10,11,5,4,49,2,17,47,6,9,19,4.31578947368421,221.3684210526316,22.20314841251875
ChIJ-QPAp-MY6zkRG6j2Cn9rB74,27.717118,85.3079534,restaurant,Durbar Marg,bakery,45,6,1,38,18,11,9,60,11,47,46,33,32,70,4.585714285714285,285.4,106.56243587267232
ChIJie9ANwAZ6zkRnCnx0-JwrBY,27.7078732,85.32508179999999,bakery,Durbar Marg,bakery,31,5,4,21,31,7,4,67,13,26,57,32,22,14,4.021428571428571,117.28571428571428,176.38285814682618
ChIJ2REYQugZ6zkRPSx1Y_2Fnh4,27.718583400000004,85.3094211,bakery,Durbar Marg,bakery,44,7,1,35,18,8,5,56,12,45,52,36,34,59,4.5644067796610175,306.6949152542373,122.81607273109556
ChIJid2efgAZ6zkRPAU-4COccVQ,27.7223568,85.3132157,bakery,Durbar Marg,bakery,13,2,1,19,16,12,1,24,3,17,34,19,19,3,4.433333333333334,89.66666666666667,200.6175821915905
ChIJ5zf0NJQZ6zkRGeIlEngLTZI,27.7032642,85.3208126,bakery,Durbar Marg,bakery,39,7,0,14,52,8,1,79,11,18,93,51,7,18,4.335294117647059,51.88235294117647,72.02569913796225
