bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as
16,1,0,37,10,10,3,24,11,18,67,16,2,104,4.459223300970874,159.2135922330097,21.563029791529893,ChIJ32KqsZkb6zkRC5x5Is5dI1g,27.719754,85.3611662,Boudha stupa,cafe,cafe
16,1,0,44,13,8,4,20,10,15,45,13,1,123,4.462601626016261,215.3252032520325,38.01000713480624,ChIJgSIX74Ub6zkRekJE0eip_mM,27.7221402,85.3628562,Boudha stupa,restaurant,cafe
15,1,0,38,10,13,3,27,11,20,80,17,4,93,4.475,164.97826086956522,42.10970756046777,ChIJ6ZSYsvYb6zkRmvPRqYMiY0g,27.7189997,85.36077689999999,Boudha stupa,bar,cafe
14,2,0,38,12,10,4,27,11,13,63,19,4,110,4.447706422018348,237.85321100917432,42.75314915742463,ChIJn_ccVgAb6zkRAj-EnbiP9pc,27.7234548,85.3609808,Boudha stupa,coffee_shop,cafe
14,2,0,37,12,10,4,27,10,14,63,18,3,109,4.446296296296296,194.44444444444446,18.1306353808871,ChIJAze1Hi4b6zkRmMeH3xqc5Qg,27.7230515,85.3606427,Boudha stupa,coffee_shop,cafe
10,1,0,3,4,2,0,16,0,2,0,2,2,6,4.533333333333333,35.5,6.514362559227539,ChIJTRfGjSUZ6zkR5sHCR4uHhRs,27.7167155,85.34426859999999,Boudha stupa,cafe,cafe
17,1,0,38,12,10,4,22,11,13,59,13,2,111,4.466363636363637,183.3272727272727,37.12885621236325,ChIJITORxhob6zkRhuMdCzHfxIM,27.7215957,85.36102129999999,Boudha stupa,coffee_shop,cafe
1,0,0,17,2,4,0,9,2,14,47,15,6,28,4.707407407407407,220.22222222222223,117.42522271423093,ChIJNYo3qfgb6zkRTzAkJscOOuk,27.7289081,85.3682695,Boudha stupa,cafe,cafe
17,1,0,43,13,10,4,23,11,15,62,13,1,118,4.443589743589744,184.03418803418805,46.430991085668914,ChIJYbloqdsb6zkRJU7NgEStVt4,27.721879,85.362488,Boudha stupa,cafe,cafe
15,1,0,36,8,11,2,28,9,20,63,16,5,74,4.447945205479452,188.68493150684932,42.07445703232261,ChIJAQ6BzbQb6zkRJdeIOcEdZMk,27.7178771,85.3619989,Boudha stupa,restaurant,cafe
17,1,0,38,11,10,4,23,11,14,60,13,3,110,4.463302752293578,185.0,18.8682919823542,ChIJ8c2Xydsb6zkR4wgsNNzB9y0,27.7218731,85.36130720000001,Boudha stupa,cafe,cafe
9,2,0,9,8,4,0,29,1,10,49,25,6,6,4.5,126.5,71.88033881334646,ChIJV7c4HpgZ6zkRcyOPAONXtXk,27.7246408,85.34955819999999,Boudha stupa,cafe,cafe
16,1,0,43,13,9,3,22,11,17,59,14,2,111,4.461818181818182,183.44545454545454,4.878245605050025,ChIJz1nxUNob6zkRn3r1Q5XjxgQ,27.7208477,85.3620622,Boudha stupa,restaurant,cafe
14,1,0,25,6,8,1,22,6,17,64,29,7,36,4.565714285714285,114.34285714285714,97.33093398490162,ChIJL_Fmivsb6zkRqx2nuKbxF7M,27.7189646,85.35693289999999,Boudha stupa,bar_and_grill,bar
16,1,0,41,8,10,0,13,5,14,47,23,6,35,4.662857142857143,40.885714285714286,1.9168344819640908,ChIJ7y0pix4b6zkRJxsonS8azmI,27.7210469,85.3678337,Boudha stupa,pub,bar
1,0,0,19,6,3,1,11,2,14,52,17,4,45,4.634090909090907,203.36363636363637,26.324799438128426,ChIJ_9BjcgAb6zkRK667Z9HwxNc,27.7259901,85.36742509999999,Boudha stupa,bar,bar
16,1,0,41,8,10,0,13,5,13,48,23,6,35,4.637142857142857,41.285714285714285,1.9168344819640908,ChIJHwwBmmcb6zkREBeGRcvEO-I,27.7210425,85.3678525,Boudha stupa,bar,bar
15,1,0,40,12,7,2,21,8,14,61,18,3,91,4.431868131868132,178.97802197802199,7.154307458375175,ChIJIfSupYgb6zkRC4ErIJqYnrg,27.7208424,85.3655423,Boudha stupa,pub,bar
0,0,0,10,2,3,1,6,0,9,38,11,5,18,4.747058823529412,32.294117647058826,42.75794698069645,ChIJnb1bXAAb6zkR5NDv0_d6fxY,27.72798,85.37060269999999,Boudha stupa,restaurant,bar
16,1,0,42,8,10,0,14,5,14,52,23,6,39,4.638461538461539,47.97435897435897,12.7936770014391,ChIJwVkD3zYb6zkRP6K4Yx1aFr8,27.7210081,85.3677115,Boudha stupa,bar,bar
36,3,2,21,17,11,1,52,2,14,53,41,11,11,4.454545454545454,29.09090909090909,168.5687154431659,ChIJc6axDcsZ6zkRtmAUmD8RxUI,27.719707,85.3506977,Boudha stupa,bar,bar
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,130.0,276.60694935398425,ChIJKXjjX2cZ6zkR4bYPtFYCr0Y,27.7463406,85.33962559999999,Boudha stupa,restaurant,bar
10,2,0,28,8,9,3,22,9,15,55,21,6,71,4.438028169014084,174.83098591549296,133.05064900504374,ChIJ1T8Dy2Yb6zkRWZC6TLB9ecE,27.7212981,85.3575479,Boudha stupa,bar,bar
18,1,1,10,22,7,2,52,4,26,50,29,12,3,4.566666666666667,91.0,358.47615129859054,ChIJz3bGVwcZ6zkRHT2IEYXexdU,27.7200419,85.3278957,Boudha stupa,restaurant,bar
16,1,0,41,13,10,4,21,11,16,58,15,3,118,4.454700854700855,180.5982905982906,1.3910209838287677,ChIJVQJZyowb6zkRvM-93cur0b8,27.7223432,85.3619507,Boudha stupa,bakery,bakery
5,4,0,17,9,4,2,27,1,13,60,22,8,15,4.478571428571428,198.0,180.29490633200393,ChIJX9WfSQAb6zkRLE5O5eg-zI8,27.7282763,85.35905760000001,Boudha stupa,bakery,bakery
8,2,0,31,12,5,4,20,10,15,46,17,5,98,4.442268041237114,228.1340206185567,20.429407398175794,ChIJAfELX58b6zkRyPNAfNT1mvg,27.7246711,85.3622953,Boudha stupa,bakery,bakery
11,2,0,21,10,7,1,23,5,11,58,23,8,22,4.66,58.85,203.3104419548028,ChIJE9RtaAAb6zkR6tNZ-fqcopg,27.7239849,85.35620569999999,Boudha stupa,bakery,bakery
1,0,0,12,2,3,1,7,2,10,37,13,7,25,4.695833333333333,49.625,18.658017544595808,ChIJFyM_XIgb6zkRbT49aU3N1mc,27.7273042,85.3694158,Boudha stupa,bakery,bakery
2,1,0,21,6,4,2,17,3,17,69,18,8,45,4.613636363636364,244.04545454545453,36.976777049487524,ChIJkymxCwEb6zkRtqygevtg9N0,27.727908,85.363843,Boudha stupa,bakery,bakery
1,0,0,19,5,3,1,11,2,14,52,16,4,43,4.621428571428571,212.85714285714286,0.4632018145258007,ChIJpfOIHwAb6zkRBqouZsvLCoY,27.7261536,85.3676188,Boudha stupa,bakery,bakery
15,1,0,40,12,7,2,21,8,14,60,18,3,89,4.431460674157304,179.03370786516854,7.154307458375175,ChIJtZpPbNMb6zkRHbXfvaFodtA,27.7209033,85.36556639999999,Boudha stupa,bakery,bakery
18,1,0,42,15,9,4,20,12,17,60,17,3,119,4.429661016949153,218.54237288135593,55.908444847689985,ChIJv37RfQAb6zkR_Gp2llrPivk,27.7223235,85.36391669999999,Boudha stupa,bakery,bakery
3,1,0,17,1,1,0,13,2,17,48,20,7,15,4.506666666666667,414.53333333333336,270.6109472900287,ChIJ9XvYdWYZ6zkR9RjkQM8NTXY,27.730473,85.3638302,Boudha stupa,bakery,bakery
0,0,0,2,1,4,0,20,4,17,44,8,3,6,4.683333333333334,26.333333333333332,213.66600283835777,ChIJS8CA-3sb6zkR5WnLOi3Ng1U,27.7128251,85.3611198,Boudha stupa,bakery,bakery
25,2,2,23,7,10,1,32,3,19,62,34,24,11,4.309090909090909,37.72727272727273,229.09598533097912,ChIJfRTkqj8b6zkR6wCcY-LgNBg,27.715451,85.35290200000001,Boudha stupa,bakery,bakery
10,3,0,21,4,7,1,6,0,10,31,15,11,7,4.814285714285714,8.285714285714286,69.09439434203455,ChIJqQSYbigb6zkRb_o9-enSe-M,27.7219375,85.3750625,Boudha stupa,cake_shop,bakery
1,0,0,18,7,4,2,13,5,15,61,17,5,74,4.486301369863014,198.2876712328767,9.67527918137527,ChIJrUvqFT4b6zkRKQO-O5fyuE0,27.7261618,85.3633574,Boudha stupa,bakery,bakery
33,3,2,21,16,11,1,43,2,12,38,36,11,12,4.445454545454544,27.636363636363637,35.323756304801655,ChIJRVOJ1SUZ6zkRMhLS6JQYhG8,27.7185708,85.3492184,Boudha stupa,bakery,bakery
8,6,0,15,8,6,0,26,1,12,43,23,8,10,4.544444444444443,21.444444444444443,60.24114935210529,ChIJyztbawAb6zkRfVo3NvNeHvo,27.7273984,85.3570804,Boudha stupa,bakery,bakery
0,2,0,3,1,0,0,13,0,4,15,8,2,2,4.699999999999999,335.0,407.107240043485,ChIJw6sWhGcZ6zkRi1GTzCHNaPk,27.7282947,85.34744289999999,Boudha stupa,bakery,bakery
0,0,0,6,2,5,0,27,1,20,59,11,4,14,4.569230769230769,63.84615384615385,181.44260885489115,ChIJ_UOoNwAb6zkRjAG_cT4faJQ,27.7152494,85.36126580000001,Boudha stupa,bakery,bakery
8,6,0,16,9,6,0,27,1,14,47,24,11,8,4.6571428571428575,8.0,60.24114935210529,ChIJRxiK1mUb6zkRcavG4tfb_Fw,27.7279049,85.3568584,Boudha stupa,bakery,bakery
16,2,0,35,8,9,1,10,4,16,43,22,6,38,4.65945945945946,50.83783783783784,84.51462274422063,ChIJOVHIUAAb6zkRBltEu8K1NFE,27.7217423,85.3681934,Boudha stupa,bakery,bakery
16,1,0,38,12,11,4,24,12,16,56,16,3,111,4.45090909090909,186.9181818181818,19.724221411295275,ChIJnUUHz9sb6zkRrHh-W_HbtGc,27.7223605,85.3607296,Boudha stupa,fast_food_restaurant,bakery
6,4,0,17,9,7,2,25,1,9,38,24,8,18,4.476470588235294,138.1764705882353,101.18270569993048,ChIJk7luiU8b6zkRiAw_4E4Beus,27.7268221,85.3578764,Boudha stupa,bakery,bakery
1,1,0,5,2,7,0,11,1,8,46,15,6,1,,,491.4311326703657,ChIJX_eRDgAb6zkRQb8yJjnOD0E,27.7122071,85.36895469999999,Boudha stupa,bakery,bakery
19,2,0,19,8,9,1,21,3,13,51,34,6,12,4.6899999999999995,73.8,203.3104419548028,ChIJPfjspr4Z6zkRhFx4YHyXOIQ,27.7226981,85.3547359,Boudha stupa,bakery,bakery
15,2,0,17,5,7,1,15,4,16,76,34,13,17,4.6,80.875,183.9857353182709,ChIJe39FRwAb6zkRgrgEDewkSf0,27.717693,85.3557331,Boudha stupa,bakery,bakery
13,3,0,27,6,9,1,12,0,15,56,22,10,16,4.68125,35.4375,36.04091328369056,ChIJzYJ-qr8b6zkRS4KV5Xa9CQU,27.7216688,85.3715922,Boudha stupa,bakery,bakery
18,1,2,13,10,4,0,28,1,4,10,15,5,11,4.518181818181818,43.54545454545455,149.39771983083074,ChIJwwh5WwAZ6zkRJH0P8e2IElk,27.7164082,85.3464726,Boudha stupa,bakery,bakery
2,1,0,20,6,4,2,16,3,17,58,18,7,47,4.5826086956521745,255.47826086956522,36.976777049487524,ChIJxZzsId0b6zkRDXFwZhT6cws,27.7276562,85.3640891,Boudha stupa,bakery,bakery
2,0,0,7,3,5,0,21,1,21,61,19,8,17,4.482352941176471,59.64705882352941,132.79824228809687,ChIJy5HZH6wb6zkRNrjXbS4UeCA,27.7154247,85.35943639999999,Boudha stupa,bakery,bakery
6,7,0,14,8,4,0,28,0,13,59,24,7,7,4.766666666666667,5.833333333333333,177.57125939748946,ChIJxU8ZKgMb6zkR_KYTIfalsBc,27.7286427,85.3551519,Boudha stupa,restaurant,bakery
10,3,0,21,4,8,1,8,0,12,34,18,12,7,4.771428571428571,66.0,53.69305668102176,ChIJi8LrcwAb6zkR28lQRIITEQc,27.7216279,85.3740684,Boudha stupa,bakery,bakery
1,0,0,12,2,4,1,7,2,10,36,13,7,28,4.696296296296296,236.40740740740742,18.658017544595808,ChIJj54jm_gb6zkR2E5k663sJD8,27.7272274,85.36924739999999,Boudha stupa,bakery,bakery
12,3,0,26,6,9,1,8,0,12,42,20,12,8,4.8,58.25,114.78197235754469,ChIJHaPntZEb6zkRq6XA2l9VofE,27.7228564,85.3730637,Boudha stupa,bakery,bakery
12,1,0,4,6,2,0,18,0,2,0,7,3,7,4.6000000000000005,52.142857142857146,101.71012147637347,ChIJic9dKvAZ6zkRBSolk10gq5o,27.7160133,85.3449801,Boudha stupa,bakery,bakery
1,0,0,14,2,4,1,8,2,11,46,12,6,29,4.678571428571429,227.14285714285714,29.28997382082018,ChIJhSQeFQAb6zkR4DGKz7UpGgM,27.7279875,85.36885939999999,Boudha stupa,bakery,bakery
3,0,0,9,2,4,0,19,5,16,59,18,19,8,4.4875,38.875,128.69898167415244,ChIJRxBLfgQb6zkRNF_hpryW7WM,27.7139658,85.3562425,Boudha stupa,bakery,bakery
1,0,0,17,4,4,1,8,2,13,42,13,4,40,4.607692307692308,231.02564102564102,6.99955130376891,ChIJXSoKG8Mb6zkR1n7UXtmftvI,27.7265772,85.36821169999999,Boudha stupa,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,989.4815258560734,ChIJRzpXFlIb6zkR7glhZZMT5Sg,27.7222289,85.385645,Boudha stupa,bakery,bakery
12,8,0,17,9,6,0,30,0,15,48,28,6,9,4.6625,7.375,119.69514500511995,ChIJ3cl1PIYb6zkR5Q4Vt1aw-50,27.7270411,85.3552133,Boudha stupa,bakery,bakery
13,3,0,27,6,9,1,12,0,15,59,23,12,15,4.72,36.13333333333333,36.04091328369056,ChIJxa85Z8Yb6zkRayQ-3J0-768,27.721349,85.3716589,Boudha stupa,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,509.35357246767256,ChIJtWz7GQAZ6zkRvFSIZJ3oDIU,27.730878,85.3402569,Boudha stupa,bakery,bakery
13,3,0,28,6,9,1,10,0,14,57,20,11,18,4.605555555555555,45.666666666666664,71.33050332797434,ChIJ4XFUOwAb6zkRTY9z5FbG56k,27.7215185,85.3708888,Boudha stupa,bakery,bakery
14,2,0,39,12,8,4,25,12,16,64,19,3,112,4.463963963963964,233.85585585585585,21.354453881130446,ChIJg6v2dAAb6zkRZPUCGgVG3dA,27.7237428,85.36153709999999,Boudha stupa,bakery,bakery
10,3,0,23,5,8,1,7,0,14,35,18,12,7,4.871428571428572,65.0,53.69305668102176,ChIJEesdDE8b6zkRkKw7u8Ri8xM,27.7220036,85.37372450000001,Boudha stupa,cake_shop,bakery
1,1,0,8,4,7,0,20,2,17,65,16,8,8,4.7125,29.875,214.6812469472241,ChIJtYCcA7UZ6zkRLCfj3Mjm8fA,27.7154088,85.3655062,Boudha stupa,bakery,bakery
1,0,0,7,2,0,0,6,0,10,32,12,3,1,4.4,12.0,468.70197873111925,ChIJlQdlq_Mb6zkRM0M1YhgWjOQ,27.7347921,85.36045759999999,Boudha stupa,bakery,bakery
29,2,2,16,11,8,1,37,1,10,26,26,8,13,4.624999999999999,45.166666666666664,58.556221724550426,ChIJB-DM7U8Z6zkR4-nmm1LlYqM,27.7170437,85.3482399,Boudha stupa,bakery,bakery
3,0,0,11,1,5,0,16,3,12,61,27,20,7,4.6000000000000005,35.42857142857143,20.21384932403538,ChIJwd4Zzy0Z6zkRVdW5oN-5vMs,27.7142399,85.3547849,Boudha stupa,bakery,bakery
25,2,2,17,15,8,1,38,2,8,27,22,5,11,4.47,97.8,116.19878463951575,ChIJ8yu9RWQZ6zkRgyq5rMntw2w,27.7219247,85.34797999999999,Boudha stupa,bakery,bakery
24,2,2,16,12,8,1,31,1,8,14,22,6,13,4.591666666666666,41.083333333333336,110.57240722909778,ChIJwe-1RmgZ6zkR27Y_m81PoiU,27.7175519,85.3472749,Boudha stupa,bakery,bakery
27,2,2,17,11,8,1,38,1,9,28,27,8,13,4.516666666666666,45.083333333333336,58.556221724550426,ChIJc_E7vHoZ6zkRNTdydARWb8c,27.7165662,85.3484943,Boudha stupa,bakery,bakery
3,0,0,19,8,4,3,12,3,16,64,19,4,64,4.5921875,193.703125,67.46478582784405,ChIJA53PacMb6zkRnAvW1vlzZcw,27.725484,85.366637,Boudha stupa,bakery,bakery
11,5,0,18,6,4,0,31,2,13,52,31,9,10,4.611111111111111,83.77777777777777,225.4535860384943,ChIJxS6lm50Z6zkR3XSRn8NU-EU,27.7248269,85.3530796,Boudha stupa,bakery,bakery
0,0,0,1,0,0,0,0,0,1,3,0,1,0,,,513.9084636571938,ChIJSwx4TiQb6zkRpW3DpRC7h5U,27.7144939,85.3785492,Boudha stupa,bakery,bakery
11,7,0,19,8,5,0,30,0,12,52,29,6,9,4.677777777777777,7.111111111111111,119.69514500511995,ChIJ5yd7DgAZ6zkRrcZTLYc3s5c,27.7259847,85.3549598,Boudha stupa,bakery,bakery
15,1,0,34,9,11,2,27,9,21,62,17,4,78,4.45974025974026,180.88311688311688,42.07445703232261,ChIJu7wPAQAb6zkRm3Am9Fajy7E,27.7180114,85.3615998,Boudha stupa,coffee_shop,coffee_shop
7,1,0,21,5,9,0,26,7,25,66,15,4,27,4.5346153846153845,162.19230769230768,145.11907003773018,ChIJ6-IHeAAb6zkR1JI8K5JOH9k,27.7162361,85.3631181,Boudha stupa,coffee_shop,coffee_shop
16,2,0,22,6,9,1,19,4,16,60,29,8,31,4.5633333333333335,107.1,82.68706311442126,ChIJLaBaUQAb6zkRsYQwY3MTDnM,27.7196324,85.35622219999999,Boudha stupa,coffee_shop,coffee_shop
15,1,0,35,12,9,3,19,12,15,62,17,2,108,4.456074766355139,169.6355140186916,39.133624161386074,ChIJYXpGhhMb6zkRFDBYYV7esp4,27.720843,85.36052219999999,Boudha stupa,coffee_shop,coffee_shop
15,1,0,36,12,10,3,20,12,15,64,17,2,107,4.45188679245283,174.03773584905662,13.990090997371961,ChIJOUjaQwAZ6zkRIq-LCq14nNk,27.7204999,85.36061629999999,Boudha stupa,coffee_shop,coffee_shop
10,3,0,20,4,7,0,6,0,10,30,14,11,7,4.8,61.714285714285715,69.09439434203455,ChIJifmbn3Yb6zkRfHd3_SpGSg8,27.7215801,85.3756367,Boudha stupa,coffee_shop,coffee_shop
3,0,0,21,8,5,3,14,5,17,65,17,4,84,4.526506024096386,175.3975903614458,11.143321842821157,ChIJBbWjOQAb6zkRUJ4R3IpkXNM,27.7251367,85.36492419999999,Boudha stupa,coffee_shop,coffee_shop
16,1,0,36,12,10,4,21,11,15,61,12,2,110,4.46605504587156,178.29357798165137,10.231632854734992,ChIJY_jctdsb6zkRXSM6gB6AKt0,27.7217619,85.3615148,Boudha stupa,coffee_shop,coffee_shop
11,2,0,36,8,11,3,24,8,16,69,17,4,82,4.420987654320987,185.22222222222223,31.450082556868782,ChIJMbGHhKgb6zkRU-LaWgBh5k0,27.720091,85.35856059999999,Boudha stupa,coffee_shop,coffee_shop
16,1,0,37,13,9,4,22,11,14,59,12,2,110,4.462385321100917,184.5137614678899,13.88391470025064,ChIJxQnoBwAb6zkRwQ4UDCXVHOc,27.721259,85.3613556,Boudha stupa,coffee_shop,coffee_shop
16,1,0,38,11,10,2,23,11,18,65,16,2,103,4.451960784313725,155.47058823529412,1.1415311887911639,ChIJl2RLjCUb6zkRxvAcZHv4hPs,27.7197741,85.3614965,Boudha stupa,coffee_shop,coffee_shop
13,1,0,39,12,8,4,20,9,16,59,16,4,102,4.467326732673268,212.31683168316832,0.9791250437598442,ChIJf6bHQwMb6zkRV_prBHR9nQo,27.724454200000004,85.3641281,Boudha stupa,coffee_shop,coffee_shop
17,1,0,43,13,8,4,21,12,16,60,16,3,113,4.430357142857143,222.75,49.83451069067559,ChIJFx81Zk0b6zkRaEdFgAZCKs8,27.7222044,85.3649798,Boudha stupa,coffee_shop,coffee_shop
16,1,0,42,14,9,4,21,12,18,52,14,1,120,4.440336134453782,219.00840336134453,18.173518514216326,ChIJ_bAUBQAb6zkRkiKykq_F0ZM,27.7224597,85.36314689999999,Boudha stupa,coffee_shop,coffee_shop
19,1,0,43,13,9,2,23,10,17,61,18,2,111,4.443243243243243,162.87387387387386,65.197244156813,ChIJMQvvAwAb6zkR7_2W9vQEWf4,27.7205388,85.3640717,Boudha stupa,coffee_shop,coffee_shop
18,1,0,41,12,8,2,23,10,16,66,18,2,105,4.43047619047619,169.52380952380952,26.974591909746266,ChIJbY2q2Xcb6zkRvbWDbgiJeYg,27.7206294,85.36472499999999,Boudha stupa,coffee_shop,coffee_shop
3,0,0,11,1,4,0,13,4,10,48,15,16,4,4.1,49.0,232.13854875789784,ChIJc_0_46AZ6zkRri5Dif8vViE,27.7122197,85.3539921,Boudha stupa,coffee_shop,coffee_shop
18,1,0,44,14,8,4,22,12,15,62,17,3,117,4.431896551724138,220.77586206896552,33.99486801018466,ChIJ8bfzPgAb6zkRbq9uU4l-X7w,27.7222412,85.36447609999999,Boudha stupa,coffee_shop,coffee_shop
30,1,2,19,11,8,1,40,2,10,41,27,5,11,4.529999999999999,93.8,39.21759923497824,ChIJz3Kinn0Z6zkRr-IeISgeSPQ,27.7224546,85.3489969,Boudha stupa,coffee_shop,coffee_shop
15,2,0,26,8,7,1,22,7,18,62,24,8,49,4.5249999999999995,121.77083333333333,82.68706311442126,ChIJD1VceF4b6zkRCUe5gbxRlHU,27.7198389,85.357028,Boudha stupa,coffee_shop,coffee_shop
3,1,0,15,7,2,0,21,1,18,58,18,7,6,4.55,14.166666666666666,148.62436601165967,ChIJG1GCfAAb6zkRmtmwxVte5PU,27.7305997,85.36108929999999,Boudha stupa,coffee_shop,coffee_shop
13,1,0,40,13,7,4,19,10,17,62,16,4,108,4.463551401869159,215.10280373831776,37.26014742164231,ChIJuSRLkBQb6zkRzNS2_RRZvM8,27.7241193,85.3640941,Boudha stupa,coffee_shop,coffee_shop
0,0,0,3,1,2,0,1,0,4,13,5,4,1,4.5,179.0,291.7646422092364,ChIJCXHcEQAb6zkR6O6n2aiinvw,27.7295366,85.3753832,Boudha stupa,coffee_shop,coffee_shop
11,1,0,37,8,10,3,20,11,18,68,14,3,87,4.440697674418605,175.98837209302326,11.798375064757304,ChIJBR6MdAAb6zkR1swxQ14FdTU,27.7201936,85.3591367,Boudha stupa,coffee_shop,coffee_shop
33,3,2,21,15,11,1,41,2,13,31,40,11,13,4.499999999999999,31.25,5.219037133443369,ChIJd2E3sy0Z6zkRLbntcDtxOUY,27.7183262,85.34998019999999,Boudha stupa,coffee_shop,coffee_shop
5,1,0,26,9,12,0,10,1,14,64,29,13,9,4.622222222222223,9.88888888888889,157.74829728170633,ChIJ7cIBbgYb6zkRpii0RPkTbdg,27.7175563,85.37079159999999,Boudha stupa,coffee_shop,coffee_shop
17,1,0,43,14,9,4,22,12,17,55,14,2,121,4.444999999999999,217.16666666666666,15.423507184958533,ChIJqzpIGe0b6zkRbde3blrnKKE,27.7223628,85.3632956,Boudha stupa,coffee_shop,coffee_shop
13,2,0,35,12,7,4,23,12,16,46,18,5,115,4.454385964912281,224.83333333333334,11.82403783813554,ChIJrWMwvv4b6zkRfzrmYjbUFyU,27.7240528,85.3621689,Boudha stupa,coffee_shop,coffee_shop
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.4,135.5,276.60694935398425,ChIJJQMLgeEZ6zkR7Zz7qc-kts4,27.744311,85.3412591,Boudha stupa,coffee_shop,coffee_shop
16,1,0,42,13,9,4,22,12,17,44,14,1,118,4.442735042735043,227.3846153846154,23.177636623711145,ChIJ88NcwUwb6zkR_rYeW1R_lng,27.7224795,85.3629129,Boudha stupa,coffee_shop,coffee_shop
17,1,0,44,15,9,4,21,12,17,55,15,2,123,4.44344262295082,214.31967213114754,15.423507184958533,ChIJKcmvSwAb6zkROwy231OwbOk,27.7222252,85.363272,Boudha stupa,coffee_shop,coffee_shop
5,3,0,24,9,3,2,26,1,19,87,19,7,13,4.538461538461538,72.0,148.62436601165967,ChIJLziID5Ab6zkRSMqJN_GHWcg,27.729435400000003,85.3603409,Boudha stupa,coffee_shop,coffee_shop
17,1,0,36,12,10,4,22,11,15,60,13,2,112,4.45945945945946,184.06306306306305,2.7572500725169267,ChIJebzyXAAb6zkR6V_QGokJaEk,27.72186,85.361524,Boudha stupa,coffee_shop,coffee_shop
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.85,223.0,313.60700629364,ChIJazhyssob6zkRgmIEqG8xFa8,27.7416114,85.3377204,Boudha stupa,coffee_shop,coffee_shop
27,2,1,19,11,8,1,33,2,10,45,27,5,9,4.624999999999999,113.5,39.21759923497824,ChIJfTyMFQAZ6zkRYERj8ngfv_A,27.722764800000004,85.3491884,Boudha stupa,coffee_shop,coffee_shop
33,3,2,21,15,11,1,41,2,13,30,40,11,12,4.6,32.36363636363637,4.8389097861952965,ChIJ3XgvVGMZ6zkRHN0cMtMUYO8,27.7182863,85.349932,Boudha stupa,coffee_shop,coffee_shop
3,0,0,19,2,1,3,58,3,11,58,15,9,35,4.491428571428571,245.25714285714287,38.3622805266135,ChIJG5V5CAAZ6zkRb_XKBjYU8vQ,27.682147600000004,85.3111144,Pulchowk,restaurant,restaurant
39,6,3,64,9,18,3,81,5,26,91,38,18,56,4.341818181818182,305.0181818181818,26.85353857055506,ChIJVVOyqcwZ6zkRkUQHxY_qGlg,27.6758228,85.314095,Pulchowk,restaurant,restaurant
37,5,3,58,7,16,3,77,5,27,81,32,19,60,4.310169491525424,317.7118644067797,15.289500864305257,ChIJHUvbqzQY6zkRrqQtyHiVDIg,27.6762358,85.3133235,Pulchowk,japanese_restaurant,restaurant
5,0,0,24,4,1,2,62,5,18,62,16,14,48,4.414583333333334,285.25,16.058157555533164,ChIJKxCqIgAZ6zkRRQTcIDyRGi8,27.6810144,85.3101274,Pulchowk,family_restaurant,restaurant
20,4,2,33,34,2,7,86,5,15,86,9,14,22,4.336363636363637,319.04545454545456,43.09922167553715,ChIJA2o3n8wZ6zkRNT7LSz_9WiM,27.6811875,85.3171875,Pulchowk,meal_takeaway,restaurant
36,5,3,58,7,16,3,78,5,27,81,32,20,60,4.333898305084746,318.3728813559322,16.859069139175947,ChIJwwfE0KgZ6zkRKJUDPwUlaTI,27.6761889,85.3130695,Pulchowk,family_restaurant,restaurant
3,0,0,20,7,2,1,50,5,16,45,16,10,30,4.546666666666667,243.83333333333334,116.68846402282202,ChIJAQGPAQAZ6zkRie8-wWnOFTo,27.6827624,85.3073369,Pulchowk,chinese_restaurant,restaurant
33,2,3,57,6,14,3,70,4,21,80,31,20,57,4.371428571428572,312.375,28.113003743313236,ChIJcXJwqcwZ6zkRjDfZqUB254U,27.6772353,85.3136207,Pulchowk,restaurant,restaurant
35,5,3,58,8,16,3,78,5,27,80,32,20,60,4.3254237288135595,285.89830508474574,16.859069139175947,ChIJgwZHYzMY6zkRAUt4zDcg-uU,27.6760492,85.3130018,Pulchowk,restaurant,restaurant
42,5,0,57,18,18,1,90,4,25,84,42,11,44,4.373170731707317,226.85365853658536,72.5694959252282,ChIJew9ok1Xe6jkRQwybBzHBltY,27.6722179,85.3148327,Pulchowk,korean_restaurant,restaurant
37,3,3,64,16,14,5,98,7,21,125,29,27,57,4.408928571428572,271.42857142857144,57.09606147925255,ChIJeSAIjssZ6zkRc_Uq_pkVAI0,27.6767705,85.31722479999999,Pulchowk,restaurant,restaurant
22,3,0,38,25,1,7,82,4,11,84,12,9,31,4.354838709677419,223.96774193548387,230.8830509676804,ChIJcWN5ZrUZ6zkRJgQCGR3OuXQ,27.682347,85.3152428,Pulchowk,restaurant,restaurant
