place_id,restaurant_name,latitude,longitude,search_area,building_count_500m,Demand,Accessibility,Competition,Population
ChIJI4gXLFQZ6zkRBKOKmdMY0LQ,Aalu Palu Restaurant,27.7013044,85.3080186,New Road,5376,0.4934,0.5292,0.391,0.9399
ChIJC7S-QBIZ6zkRHEWLn0loyog,Corner Point Restaurant &Bar,27.7032796,85.3118257,New Road,3251,0.5353,0.6724,0.4013,0.5684
ChIJBbT6PfwY6zkRQyR2OY01qPI,Paleti Bhanchha Ghar,27.71208,85.31017299999999,New Road,3911,0.4996,0.5118,0.2675,0.6837
ChIJqXhMMGUZ6zkRB-q3diURd9s,Mega Restaurant,27.7158713,85.3093884,New Road,3110,0.5106,0.6596,0.268,0.5437
ChIJrzfqRJ8Z6zkRxMLXJSVV7mc,Mind and Mugs Restaurant & Bar,27.7021383,85.3077928,New Road,5578,0.4742,0.4739,0.3894,0.9752
ChIJ24D0IQAZ6zkRMATWgvwP3wc,PETAL Tiffany Restaurant,27.70279,85.3075758,New Road,5658,0.4574,0.4666,0.3923,0.9892
ChIJa2-rnAIZ6zkRWdirie0Drpk,Dechenling Garden Restaurant,27.7147224,85.3139532,New Road,1946,0.3945,0.5397,0.2709,0.3402
ChIJhXY_95YZ6zkRVdKSg1V_N_M,Lunch & Dinner Hub,27.716168,85.30781089999999,New Road,3181,0.4379,0.6534,0.3211,0.5561
ChIJGwVRmy8Z6zkR6XZXcID6Lmg,Hankook Sarang Korean Restaurant,27.7134881,85.312561,New Road,2732,0.438,0.541,0.2456,0.4776
ChIJaR9k-9YZ6zkRZ7QqfJPE1X8,New Food Restaurant,27.702451,85.3112477,New Road,3277,0.5121,0.6443,0.399,0.5729
ChIJw_yKPfwY6zkRRWVs2mvgth0,Nagomi Japanese Restaurant,27.7118154,85.30970529999999,New Road,4112,0.4633,0.5025,0.278,0.7189
ChIJKzwE8fwY6zkR5s685J8KDfg,Third Eye Restaurant,27.7144515,85.31008,New Road,3175,0.5267,0.5681,0.246,0.5551
ChIJ8zxXh9cZ6zkRv3l8sgKEkZ0,Eco Garden Restaurant,27.713232800000004,85.311424,New Road,3185,0.4721,0.5029,0.2471,0.5568
ChIJkwpCY1YY6zkRjr7ZD2UZO2M,Jessy Penny Restaurant and Bar,27.7026225,85.3075068,New Road,5630,0.4532,0.4663,0.3941,0.9843
ChIJLf4nyv0Y6zkRvcrMLJgtwXg,Newa MoMo Restaurant,27.7121887,85.3115357,New Road,3491,0.5116,0.5465,0.2564,0.6103
ChIJ9VeQiP4Y6zkR4JunXeJFNcI,Norling Tibetan Restaurant,27.7101785,85.3108663,New Road,4331,0.5811,0.4882,0.3136,0.7572
ChIJ1wGLTgAZ6zkRUli2GvDFp1g,Yaa: Gu Newari Cuisine & Restaurant,27.7022247,85.3078072,New Road,5578,0.4809,0.4738,0.3899,0.9752
ChIJrQ1y5PwY6zkRkkDymWQLZkQ,Dae jang geum Korean Restaurant,27.714908,85.3104542,New Road,3009,0.545,0.6105,0.2508,0.526
ChIJy9Xmck8Z6zkRuesvhbW7dig,Paru Thakali Kitchen,27.7133437,85.31240319999999,New Road,2833,0.446,0.5515,0.2421,0.4953
ChIJY1oyKqQZ6zkR8r7VlzL9A9A,Gurkhas Restaurant & Bar,27.6982899,85.2903437,New Road,473,0.0281,0.2725,0.5255,0.0827
ChIJxbUHmlcZ6zkRw6EiROevx1o,Namche Thakali Kitchen and Inn,27.7021312,85.30788729999999,New Road,5552,0.4862,0.4723,0.3898,0.9706
ChIJ1UKhQKgZ6zkRRk-qhSl1dv0,Fuchhey Restaurant (Jamal),27.7097504,85.3151867,New Road,2819,0.5104,0.5893,0.3414,0.4928
ChIJ3WnaE7cZ6zkR_WPC6NDSmCA,Utse Restaurant & Bar,27.712295,85.312243,New Road,3254,0.4939,0.5588,0.2571,0.5689
ChIJ9a89c_4Y6zkRa-CjWEpZQpw,Lohsha Ghasha Restaurant,27.7104991,85.3123214,New Road,3761,0.5281,0.5291,0.2953,0.6575
ChIJ_xXzTvUZ6zkR1tQSfWTa75k,Dalle Restaurant - Sanepa ( डल्ले रेष्टुरा - सानेपा),27.6883781,85.30917079999999,New Road,2094,0.1732,0.3224,0.4709,0.3661
ChIJzfNPHP0Y6zkRTvhc4AziOY8,Gilingche Tibetan Restaurant,27.7152677,85.3112898,New Road,2708,0.4964,0.659,0.2588,0.4734
ChIJ51wPf78Z6zkRQaa3OrP-Qxs,Mr. Shawarma House,27.7017793,85.30854149999999,New Road,5301,0.5145,0.5665,0.3871,0.9267
ChIJbeSodM0Z6zkRAm0ihw0Xqzg,Bibimbap Korean Restaurant,27.7135953,85.3122558,New Road,2780,0.4479,0.542,0.2451,0.486
ChIJwa1xRwEZ6zkRHWAw8XVqmuY,Always Happy Food Veg-Vegan Restaurant,27.7151966,85.3085258,New Road,3317,0.5304,0.6311,0.2719,0.5799
ChIJj6nalNYZ6zkR8_U4QX_kHWo,VINTAGE RESTAURANT,27.7012102,85.31183360000001,New Road,2713,0.4806,0.6893,0.4113,0.4743
ChIJG2WaQGAZ6zkRhTZv0KEHPz8,Tasala Restaurant,27.7024273,85.3077248,New Road,5629,0.4731,0.4773,0.3909,0.9841
ChIJo_tR_fwY6zkRRTC_kt9aAzo,K-Too! Beer & Steakhouse,27.7146352,85.3109793,New Road,2900,0.5126,0.5833,0.243,0.507
ChIJT0ZgYXwZ6zkRyHWEWMKx1J0,Yasumi Japanese Restaurant,27.7121854,85.3175564,New Road,1234,0.3646,0.55,0.3612,0.2157
ChIJSb4WwekZ6zkRyanICXGYa-8,Lazeez Biryani house and restaurant sundhara,27.7004989,85.31131649999999,New Road,3056,0.477,0.6332,0.4138,0.5343
ChIJw11FQAAZ6zkRZBWKcxP9AdE,Dharahara Garden Restaurant,27.7010198,85.3116115,New Road,2887,0.4814,0.6913,0.4106,0.5047
ChIJVzk28VQY6zkRWCWe3SGd5CA,Panas Restaurant,27.701188400000003,85.31141079999999,New Road,3030,0.4849,0.6211,0.4082,0.5297
ChIJPWxHPwAZ6zkRvx5nCREsiAY,Central restaurant,27.7003168,85.31174589999999,New Road,2725,0.4357,0.6795,0.423,0.4764
ChIJZTwdhFEY6zkR6xNYTTCrmKM,Restaurant,27.695647,85.30812890000001,New Road,3051,0.2576,0.4759,0.5252,0.5334
ChIJ9zrhsgQZ6zkRfq9-jn-M2Nk,The Black Gold Restaurant: Halal Authentic,27.7122434,85.3180016,New Road,1179,0.334,0.5474,0.3708,0.2061
ChIJzaGYVS8Z6zkRuIngp7yInN8,Syanko and Multi Cuisine Restaurant,27.7032377,85.31818659999999,New Road,2044,0.3368,0.5646,0.514,0.3573
ChIJJ1Fva_0Y6zkRSVtptrQz7V0,Revolution Cafe,27.7037579,85.3092563,New Road,5072,0.5701,0.5622,0.3905,0.8867
ChIJhTTmSRsZ6zkRIOeab9pfWLY,Heritage rooftop cafe,27.7038683,85.3061326,New Road,5317,0.4226,0.4285,0.4081,0.9295
ChIJoemFZVYY6zkROXZA-hd4dVc,Falcha Cafe,27.7028325,85.307552,New Road,5657,0.4532,0.4667,0.3928,0.989
ChIJB0OmrrIZ6zkR0YHuxbds6dM,Joy Cafe and Cloud Kitchen,27.710011,85.3140416,New Road,3197,0.5372,0.5735,0.3239,0.5589
ChIJtyHxEF0Z6zkRJBKGElwVZuk,"Yatri Cafe - Best Cafe In Basantapur,Kathmandu",27.7034683,85.306564,New Road,5399,0.4425,0.4589,0.4017,0.9439
ChIJVaQh9pMZ6zkRH6-ZJvofHV8,Busy Bee cafe Ktm,27.7131089,85.3102534,New Road,3465,0.4696,0.512,0.2496,0.6058
ChIJ4YXY9P8Y6zkRqAIWIDWrNfU,nd's Cafe,27.7054222,85.3127298,New Road,3658,0.4997,0.719,0.4516,0.6395
ChIJ51BdbwEZ6zkRYc9pq0fsvnQ,Sam's One Tree Cafe,27.7102986,85.3170511,New Road,1799,0.3905,0.5901,0.3796,0.3145
ChIJ3zVXMsYZ6zkRvDSf_vUq4gQ,Cafe du Basantapur,27.7022638,85.30781809999999,New Road,5579,0.4792,0.4744,0.3889,0.9753
ChIJo0OADFYY6zkR9pvbdIF0zQA,Layaku Cafe Lounge & Bar,27.703605,85.308432,New Road,5479,0.5534,0.4752,0.392,0.9579
ChIJsy0a_KsZ6zkRwsiY89sTAE0,Kwality Cafe,27.7154635,85.308459,New Road,3287,0.5169,0.6336,0.2772,0.5747
ChIJU7Ryf74Z6zkRyqOx5CCzfOU,Cafe Mitini,27.7178748,85.31125759999999,New Road,2938,0.4296,0.6382,0.3183,0.5136
ChIJL2xWblYY6zkRbgFqm-fITic,Yomari Cafe Garden-Restaurant,27.703007,85.30765,New Road,5668,0.4687,0.4656,0.3941,0.9909
ChIJ7Td-foEZ6zkRKcAWHW-I60w,Cafe O2,27.711154,85.3187232,New Road,1315,0.3588,0.5627,0.3754,0.2299
ChIJ8Y1MSAAZ6zkRxqO0ZniJtpM,"ND’s Cafe, Bakery and Ice cream - Jyatha",27.7100543,85.31381739999999,New Road,3259,0.5057,0.5708,0.3156,0.5698
ChIJ30UUJQAZ6zkRPh32E5_CdzA,Nasalaya (Bhaktapur JuJu Dhau-Yogurt & Cafe),27.7104963,85.31233350000001,New Road,3760,0.531,0.5291,0.2953,0.6573
ChIJP_ElzyYZ6zkRqIb4R3D5eeE,Keroneva Cafe,27.6872346,85.3141954,New Road,1842,0.2529,0.3913,0.4778,0.322
ChIJA3B6ts8Z6zkRr7vNNzhvbCs,Arshiya Cafe : Halal Authentic,27.703916,85.32270129999999,New Road,3253,0.4131,0.5002,0.484,0.5687
ChIJRZHYG64Z6zkRgqZ8nIK1yL8,Maitighar Cafe,27.694336,85.3198122,New Road,1105,0.1175,0.3875,0.4922,0.1932
ChIJD_Cg21UY6zkRQbalUFmXGDU,Kathmandu Fast Food Cafe,27.703113,85.3089461,New Road,5100,0.5539,0.5543,0.3877,0.8916
ChIJXdc0bCsZ6zkR6st_Dbv-sLA,De Lamar Cafe,27.7363502,85.3418117,New Road,0,0.0,0.1946,0.7825,0.0
ChIJKV2VRQAZ6zkRUQ174SJ_8zE,Secret Den: Cafe And Hangout,27.7487787,85.33150359999999,New Road,0,0.0,0.1594,0.7988,0.0
ChIJ5fJOp_kZ6zkRe3yoSMqYjI0,Coco cafe,27.7068098,85.3232866,New Road,3042,0.4364,0.6002,0.4846,0.5318
ChIJ_-ZaUQcZ6zkRN59Bg16EvPE,Cafe Xpress,27.7058008,85.31914909999999,New Road,2468,0.422,0.6187,0.4812,0.4315
ChIJ34OfmzUb6zkRqIBuqOnKTvw,Cafe by Ben Dai,27.7219368,85.3645191,New Road,2075,0.2369,0.4825,0.2533,0.3628
ChIJncGGeAAZ6zkRKJfE8bW8XCw,A Minute Snooker & Sports Bar,27.7048545,85.3057603,New Road,5187,0.4398,0.3937,0.414,0.9068
ChIJLyqUmFUY6zkR4rGIUWQxRRc,Koyla Lounge & Bar,27.7036341,85.3106112,New Road,4116,0.5703,0.5679,0.3893,0.7196
ChIJm7giKgAZ6zkRscb7ePprb4A,The Threads,27.7022791,85.3078659,New Road,5578,0.4843,0.4743,0.3899,0.9752
ChIJ7_oJI5QZ6zkRvywNhQTU0MA,Mantra lounge & bar,27.7036035,85.30806369999999,New Road,5623,0.5423,0.4753,0.3975,0.983
ChIJ94BwJ-0Z6zkRWkBgkdPj2Wo,Fat Monk's Bar,27.7140921,85.3112041,New Road,2964,0.4925,0.557,0.2415,0.5182
ChIJgUr-WHgZ6zkR14LImARrkl8,Daabali Restro and Bar,27.7028303,85.30769719999999,New Road,5667,0.4617,0.4629,0.393,0.9907
ChIJg_zcSgAZ6zkR-32Aha-BxJk,33°West Sky Bar,27.7140803,85.31029930000001,New Road,3198,0.4918,0.5418,0.2442,0.5591
ChIJK2Z2AUcZ6zkRPhnBBU_QSJA,IVY Bar Kathmandu,27.7028234,85.3075732,New Road,5661,0.4583,0.466,0.3919,0.9897
ChIJ37B9j-MZ6zkRWlS_chICW4I,Buzz Bar,27.7139056,85.31120659999999,New Road,3018,0.4904,0.5572,0.2391,0.5276
ChIJXULqjZ4Z6zkRR35EFsOb4R0,Gothic Rave Bar,27.715894,85.3104097,New Road,2908,0.5002,0.6672,0.2655,0.5084
ChIJeY9Ik2gZ6zkRVAYBRhlYL4Y,A Tiny Pub,27.7116062,85.308982,New Road,4238,0.4748,0.487,0.2876,0.7409
ChIJRYPNfHsZ6zkRp1Hf_pW2mVA,Regal Flavors Restro and Bar,27.710634100000004,85.31728509999999,New Road,1645,0.3959,0.6301,0.3727,0.2876
ChIJhVJq6-IY6zkRAcY456Xoiso,Kathmandu Grill Restaurant & Wine Bar,27.7162317,85.3098124,New Road,3040,0.5038,0.6733,0.2846,0.5315
ChIJzS3uP20Z6zkRak192DDvUSc,Eagle Lounge and Bar,27.7136325,85.30279519999999,New Road,2792,0.1717,0.3642,0.5274,0.4881
ChIJ9T0g7_wY6zkR0C8_nPgzUXA,Reggae Bar (रेग्गे बार),27.7148006,85.3102287,New Road,3086,0.5427,0.6119,0.2533,0.5395
ChIJSwLMdP0Y6zkR03D8Epss23Y,VIP Restaurant Lounge Bar,27.7141474,85.3123432,New Road,2542,0.4569,0.5462,0.2483,0.4444
ChIJo-_CCgAZ6zkRJdunsOwm5hg,Sky Watch Restaurant & Bar,27.7126671,85.3128315,New Road,2960,0.4954,0.517,0.236,0.5175
ChIJFTqku_wY6zkRDvO59zmBOvg,The Bar Bar Black Sip,27.7157756,85.3092832,New Road,3125,0.5146,0.6605,0.2681,0.5463
ChIJi6nVRS4Z6zkRLg-fa3wFNoI,Drunken Master Bar,27.7167072,85.3106354,New Road,2872,0.4846,0.6707,0.2896,0.5021
ChIJmbyL3P0Y6zkRIohNN4P_R2Q,Nepal Go Restaurant & Bar,27.7115757,85.3119984,New Road,3529,0.5382,0.5163,0.274,0.617
ChIJyT725PwY6zkRQxOaNWBwzRQ,De La Soul restaurant and bar,27.714684100000003,85.3108649,New Road,2927,0.5203,0.6071,0.2441,0.5117
ChIJ4R0tyfwY6zkRq4su-AaZBrI,Sam's Bar,27.716394800000003,85.3100936,New Road,2965,0.4982,0.6723,0.2848,0.5184
ChIJ2Vig4_wY6zkR6PA939y0m8M,KC's Restaurant & Bar,27.714814800000003,85.31072739999999,New Road,2933,0.53,0.6297,0.2498,0.5128
ChIJbcrwHAAZ6zkRrCC7OIZAoNU,Surprise Dance bar,27.6995079,85.31166859999999,New Road,2704,0.3891,0.5905,0.4505,0.4727
ChIJxYtoGgAZ6zkRZlzbqTtyKBU,Old Eden Hiphop Bar,27.7015937,85.307969,New Road,5446,0.4727,0.494,0.3911,0.9521
ChIJ28h1UgAZ6zkRdYUusJrI9F8,Jack and Beans cafe resto and bar,27.6937346,85.31361220000001,New Road,1683,0.2331,0.4773,0.544,0.2942
ChIJWQyCVFIZ6zkRfqukDfuI0Ls,Rosemary Rooftop Beer's Bar,27.7108017,85.3109698,New Road,4191,0.5786,0.4874,0.2917,0.7327
ChIJcRT8XgEZ6zkR7QiC-9hZL34,​JuJuBa Lounge Bar & Pub,27.7064748,85.31639,New Road,2628,0.5008,0.6319,0.432,0.4594
ChIJo-gFUgEZ6zkRmXJSRXVxWYM,Kingsway Restro and Bar,27.7103826,85.3185259,New Road,1488,0.3752,0.5906,0.3726,0.2601
ChIJ0SIXPWQZ6zkRKDs5sku9teg,Paradiso Bar,27.7168163,85.3040877,New Road,1897,0.2045,0.4019,0.4579,0.3316
ChIJBwCXQgEZ6zkRxnWQZs0c1xo,Casa Lounge Bar,27.7103041,85.31758219999999,New Road,1623,0.4047,0.6197,0.3717,0.2837
ChIJX5Gp-0UZ6zkRL4SSP6E-xRI,Square Garden Restro and Bar,27.686414700000004,85.3084868,New Road,1954,0.1931,0.3437,0.4581,0.3416
ChIJIzUX_soZ6zkRkG0YMooiuuQ,"Pala - Restaurant & Bar, Pan Asian - Thakali - Nepali - Continental",27.7175607,85.3116731,New Road,2798,0.4534,0.6343,0.3021,0.4892
ChIJ17_r8_YZ6zkRW6-7M9npovM,The Metro Lounge& Bar,27.7054456,85.31854609999999,New Road,2199,0.3964,0.6361,0.484,0.3844
ChIJecCCLywZ6zkR3WzmVCPMV2c,TJ's Bar,27.7141875,85.3119375,New Road,2689,0.4724,0.5694,0.2483,0.4701
ChIJl3lPbwQZ6zkRInR0MIEDQTg,Le Trio Restaurant & Bar,27.7134535,85.3199302,New Road,1039,0.243,0.4697,0.4053,0.1816
ChIJnfeYEjEZ6zkRee9vDPJXNJk,Bar 1,27.6841431,85.3122587,New Road,1682,0.1428,0.3301,0.444,0.2941
ChIJ1zermfwY6zkRz_WFBNYjiHg,Bluebell Resto & Bar,27.7152331,85.30896369999999,New Road,3251,0.5333,0.6356,0.2617,0.5684
ChIJmdZh6PwY6zkRHKlZfE9hMGI,Shisha Lounge and Bar,27.7151091,85.310413,New Road,2978,0.5396,0.6328,0.2525,0.5206
ChIJn1uQso0Z6zkRYyasz4QFhNE,24karat cocktail bar,27.7151098,85.3104135,New Road,2978,0.5396,0.6328,0.2505,0.5206
ChIJyTT-UUkZ6zkRAZD3dY0MCvQ,Perkyz Pub,27.7299322,85.3257441,New Road,0,0.0,0.2308,0.5114,0.0
ChIJ90g_6AYZ6zkRPuXBpS6RuHA,Home Bar,27.7172858,85.3125237,New Road,2506,0.4274,0.6152,0.3065,0.4381
ChIJqdMgm6AZ6zkRimqbv-3_Scg,Stupa Restto & Bar,27.7113597,85.31124009999999,New Road,3842,0.5565,0.4865,0.2754,0.6717
ChIJqSwK0zUZ6zkRm1t0pFEFHyQ,Local Junction Bar,27.7135612,85.3124723,New Road,2733,0.4413,0.5529,0.2456,0.4778
ChIJGb53WvQZ6zkRS2HsiRGOutc,Jungle Lounge & Bar,27.7143521,85.3101604,New Road,3188,0.5204,0.5658,0.2425,0.5573
ChIJv3XRTC0Z6zkRRj7PZEZDbUk,Tipsy Monkey Restro and Bar,27.7153795,85.3103064,New Road,2968,0.536,0.6441,0.2542,0.5189
ChIJ19VAsrgZ6zkR9rLPWhue-eQ,HIFI Lounge and Bar,27.7089086,85.3153624,New Road,2885,0.4876,0.5744,0.3613,0.5044
ChIJm4X9-J8Z6zkRalvcfPVE0Rs,Afterdark bar,27.7153902,85.3123293,New Road,2438,0.4595,0.6061,0.272,0.4262
ChIJoVvV6SwZ6zkROORAdAg8rbc,Zync Bar,27.7136066,85.31247940000002,New Road,2716,0.4421,0.5529,0.2459,0.4748
ChIJkQ7S1AEZ6zkRU-pwJyxyBH4,NEW MALLTA FAMILY RESTURANT & BAR,27.7080678,85.3138255,New Road,3635,0.4794,0.5611,0.4104,0.6355
ChIJZ0H-CgEZ6zkR-fFqVikMUaM,Titanic Dance Bar,27.7095047,85.31627850000001,New Road,2373,0.4421,0.576,0.3765,0.4149
ChIJ93fS7kkZ6zkRIqSzgvSEeVg,Titos Pub,27.7165153,85.31318060000001,New Road,2259,0.3908,0.6085,0.2972,0.3949
ChIJiyg2XtQZ6zkR351QBGTls0g,Ray On Lounge Bar,27.7114751,85.3122456,New Road,3500,0.5379,0.5125,0.2675,0.6119
ChIJAfzC2cgZ6zkR6eCyNOpfxfo,75 Bar Thamel,27.7136713,85.3103007,New Road,3308,0.4808,0.5175,0.2441,0.5783
ChIJ8QJQvCwZ6zkReC-fmF-WLRE,New lumbini restaurant and bar,27.6994416,85.31153719999999,New Road,2776,0.3981,0.5766,0.4419,0.4853
ChIJtZl1CJcZ6zkRVnzxlbb4RuM,RDX Shots Bar,27.7142825,85.31049420000001,New Road,3118,0.5024,0.5627,0.2422,0.5451
ChIJg5LmPgAZ6zkRXqfD0_UXKZo,Traditional Taj bakery (Mubarak),27.7028809,85.3115273,New Road,3268,0.503,0.6342,0.4004,0.5713
ChIJe39aEFcY6zkRD6H1Yn4PtzU,New Jasmin Bakery,27.7012121,85.3051354,New Road,5111,0.393,0.3925,0.4344,0.8935
ChIJxaBGlYkZ6zkRYIPTSRrqI_8,Krishna Bakery and Confectionery,27.7097295,85.30797629999999,New Road,4973,0.4181,0.3836,0.4028,0.8694
ChIJW5SXy-UZ6zkRtDWIDadFRJ8,Bloom Bakery,27.7132693,85.312231,New Road,2924,0.4572,0.5371,0.2431,0.5112
ChIJ6-OmRP8Y6zkRVbXs08dD96Y,B.K Bakery - Indrachowk,27.7058903,85.3095037,New Road,5470,0.6325,0.4775,0.3995,0.9563
ChIJ2dHZZAAZ6zkRWf2Njwq5tG0,Bakery House,27.701887,85.308078,New Road,5469,0.4877,0.5064,0.3893,0.9561
ChIJxy_9gPcZ6zkRCIWPT70UcBY,Traditional Taj bakery,27.6975551,85.3092068,New Road,3666,0.332,0.5305,0.4981,0.6409
ChIJBYsij-0Z6zkR2qMRvGDcP1M,Hot and Bakes,27.7014226,85.29911539999999,New Road,3368,0.2878,0.3451,0.4923,0.5888
ChIJZ-e_PFYZ6zkR528f8RiWrjA,The Baking Lab,27.7158704,85.3074039,New Road,3151,0.4193,0.616,0.3213,0.5509
ChIJzf8bY-wZ6zkRKE8xOLXp1w8,Taja Bakery Lagan Branch,27.6990784,85.3070784,New Road,4726,0.3756,0.4926,0.4423,0.8262
ChIJQ35mZgAZ6zkRN25xMO2x9Fo,Taja Bakery & coffee shop,27.7113001,85.307964,New Road,4345,0.4373,0.4271,0.3327,0.7596
ChIJ_2Bkim4Z6zkRHcpE2KMunp8,Crave The Bakery and Coffee Shop Bakhundol,27.6838348,85.3121274,New Road,1630,0.1505,0.3173,0.4443,0.285
ChIJYXsJbgAZ6zkRv4zFEsVZZlQ,Traditional Taj Bakery ( Rahul),27.7018911,85.3084215,New Road,5383,0.5033,0.5291,0.3885,0.9411
ChIJiyV3QlIZ6zkRH6DAzaeXJqA,Traditional taj bakery holsale branch,27.6981072,85.2984898,New Road,3493,0.2906,0.3511,0.5003,0.6107
ChIJ6zvbxfwZ6zkRZWQ7Tta-K9Q,Cake Shop Traditional Taj Bakery,27.6913141,85.2985787,New Road,1263,0.1063,0.3085,0.5018,0.2208
ChIJ35G1q1gZ6zkR5FgU2SiWpNQ,Bakery House - Nardevi,27.7078807,85.306105,New Road,4938,0.3531,0.3654,0.4611,0.8633
ChIJqX3UTasZ6zkRd_P_6K-OpSs,New Jasmine Bakery,27.7080599,85.3098662,New Road,5189,0.5334,0.4426,0.4063,0.9072
ChIJAQMT1xgZ6zkRsk1nhxmG1RY,AKD'S BAKERY & CAFE,27.6909934,85.30544259999999,New Road,1999,0.1285,0.3478,0.5077,0.3495
ChIJPUQITgAZ6zkRMiEUHiQyBJ8,BK Bakery - Newroad,27.7035549,85.31032739999999,New Road,4252,0.5462,0.5657,0.3886,0.7434
ChIJh92_hqIZ6zkRcSEQIYQOCa8,Traditional Bakery jesan's cake shop,27.6870644,85.29796499999999,New Road,88,0.0126,0.2377,0.5281,0.0154
ChIJEdqDk1kY6zkRHG_noTwtr58,Friendly Bakery,27.700021,85.3018055,New Road,4462,0.3238,0.3708,0.4964,0.7801
ChIJq766BXsZ6zkRuiyENuqEj4k,Bake N sale Bakery,27.7196722,85.3092114,New Road,2829,0.3578,0.6092,0.4198,0.4946
ChIJAWj6fIEZ6zkRxnywESDNvwg,Traditional taj bakery factory branch,27.6997207,85.2985139,New Road,3290,0.2804,0.3447,0.5022,0.5752
ChIJCzzPMFYY6zkRP9cy8lkkra0,Shree Kumari Bakery,27.703868,85.30628589999999,New Road,5354,0.4286,0.4355,0.4078,0.936
ChIJ49fARxEZ6zkR7R6piuG4OLY,Bakery Room ( KGH),27.7152982,85.3093133,New Road,3191,0.5351,0.6365,0.2568,0.5579
ChIJE529k1kY6zkRo5aQsjiho-g,Prajwol Bakery,27.6999585,85.3017541,New Road,4442,0.328,0.3715,0.4964,0.7766
ChIJufuvGNAZ6zkR0QKi0Tj-FjA,Ama Bakery,27.7135763,85.2888716,New Road,0,0.0,0.2145,0.4878,0.0
ChIJg9zqViMZ6zkRweCDKJcTUM8,Nd's Bakery,27.7038993,85.3061398,New Road,5313,0.4213,0.4278,0.4068,0.9288
ChIJIzfiKTMZ6zkRvrpVsAY7d7U,Ganga jamuna bakery,27.7087332,85.3064311,New Road,4901,0.366,0.3862,0.4455,0.8568
ChIJUzItGgAZ6zkRQ5kDcA7Iw4o,Taj bakery,27.7022853,85.3054679,New Road,5333,0.3776,0.431,0.4189,0.9323
ChIJud91mQAZ6zkR4uu7r027z64,Taj Bakery,27.705858,85.3172369,New Road,2197,0.4586,0.6123,0.4537,0.3841
ChIJR7r7Q-IZ6zkRUTOTZzUvQkg,Whisk The Bakery,27.6914158,85.29903709999999,New Road,1380,0.1052,0.3119,0.4955,0.2413
ChIJ_WK4kxUZ6zkRxuqkT5HgKco,Soaltee Bakery,27.6970722,85.2928345,New Road,1150,0.1069,0.2937,0.5072,0.201
ChIJ37w_FQAZ6zkRpQr6vtW2XkU,Traditional Bakery Kupondol,27.6871035,85.3141129,New Road,1846,0.2542,0.3926,0.4776,0.3227
ChIJx-cVRgAZ6zkRKmY4weRs74A,Bakery House - Dallu,27.7095472,85.3009441,New Road,4137,0.2239,0.4262,0.5117,0.7233
ChIJlZo6ylcY6zkRKYH2jb1ST0Y,Laligurans Bakery,27.7035581,85.3055371,New Road,5223,0.4036,0.417,0.4115,0.9131
ChIJW4PT6gIZ6zkRSiHerBIK7sE,Family bakery,27.6888655,85.31281609999999,New Road,1861,0.2334,0.3613,0.5071,0.3253
ChIJLbrck7QZ6zkR_m3rjaRm6hI,Center Point Bakery Cafe,27.6865509,85.3154349,New Road,1897,0.3228,0.4038,0.4806,0.3316
ChIJY5ZUUP8Y6zkRFtww2K2KiPc,Makha-an Bakery Shop,27.7055103,85.3089358,New Road,5632,0.6208,0.4774,0.3976,0.9846
ChIJe3dsNAkZ6zkR0D6eEhkrEBI,La Mari KTM - Lazimpat,27.7189916,85.3177753,New Road,1510,0.1849,0.3761,0.4649,0.264
ChIJlzVNmFcY6zkR5Opt5MD6uRw,Face Point Bakery,27.7025808,85.3044402,New Road,5140,0.3568,0.3789,0.4213,0.8986
ChIJPT-8M-oZ6zkRPtb8NslfnPM,"Shyam Bakery, Jhochhen",27.7027218,85.3077122,New Road,5670,0.4746,0.4751,0.3886,0.9913
ChIJgcajSrAZ6zkR7kWa4PUX9Ac,Amrit Bakery,27.7135174,85.29369369999999,New Road,235,0.0263,0.2496,0.4729,0.0411
ChIJH7BXagAZ6zkRW5nM8NgGEco,Hotput Bakery,27.7014957,85.2995246,New Road,3528,0.2804,0.3438,0.4888,0.6168
ChIJF7DK7FAY6zkRYU0G5e3HHCQ,Teku Bakery Shop,27.6969948,85.3046193,New Road,4000,0.2626,0.4267,0.5174,0.6993
ChIJhYtTtfYY6zkR-oMXPmHgu7U,The Suzi Bakery,27.7105622,85.299386,New Road,3193,0.1787,0.4038,0.5116,0.5582
ChIJ13fucv0Z6zkRRPZ9S_IFc50,Fresh Bake Factory Outlet,27.7231886,85.3103678,New Road,1945,0.1725,0.3746,0.5381,0.34
ChIJb92PCgAZ6zkR77oAVy-jTTk,Santosh Bakery & tea hub,27.7076711,85.3057378,New Road,4933,0.3525,0.3773,0.469,0.8624
ChIJ3UuAitYZ6zkR3tbtWqhnVD4,Cycle Coffee Co.,27.703996,85.3133125,New Road,2831,0.452,0.7522,0.4746,0.4949
ChIJH9YbdVAZ6zkRgtqNS3liLmg,Happy Espresso,27.7023027,85.3076014,New Road,5593,0.4553,0.4778,0.3909,0.9778
ChIJqwIJfFYY6zkRJPB6HPesU2k,Snowman Cafe,27.7023243,85.3079008,New Road,5570,0.4854,0.485,0.3923,0.9738
ChIJTblBXAAZ6zkRetuvPdQ8edA,The Himalayan Coffee Bar,27.7142469,85.3087102,New Road,3521,0.519,0.525,0.2617,0.6156
